id,description,source_name,nb_emojis,emojis_list,nb_alert_emojis,ratio_emojis,description_clean,langue,nb_mots,sentiment_stars,sentiment_score,sentiment_signal,zeroshot_label,zeroshot_score,zeroshot_signal,rules_signal,rules_details,rules_count
3553,"on met pour la #vente une jolie maison bâtie sur un lot de terrain de 237m² de superficie, avec une belle architecture coloniale, située au coeur de la ville et proche de toutes commodités. cette maison contient une surface totale bâtie de 424 m² tel que : une cave de 38m² un réez de chaussée de 195 m² un 1er étage de 155 m² une chambre de 36 m² sur le toit de la maison. de retour au rez-de-chaussée, il est composé un salon, un séjour, trois chambres une salle de bain, 'une cuisine avec une salle de bain et un débarras, une chambre de service avec douche et toilette et un cour le premier étage se compose d'un salon, une salle à manger, une suite parentale , trois chambres, une cuisine, une salle de bain et une pièce sur le toit de la maison. une bonne voisinage est garantie dans ce beau et ancien quartier dans lequel se trouve la fameuse maison de wasila ben ammar l'épouse du président bourguiba pour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo",tunisieannonce,0,,0,0.0,"on met pour la vente une jolie maison bâtie sur un lot de terrain de 237m² de superficie, avec une belle architecture coloniale, située au coeur de la ville et proche de toutes commodités. cette maison contient une surface totale bâtie de 424 m² tel que : une cave de 38m² un réez de chaussée de 195 m² un 1er étage de 155 m² une chambre de 36 m² sur le toit de la maison. de retour au rez-de-chaussée, il est composé un salon, un séjour, trois chambres une salle de bain, 'une cuisine avec une salle de bain et un débarras, une chambre de service avec douche et toilette et un cour le premier étage se compose d'un salon, une salle à manger, une suite parentale , trois chambres, une cuisine, une salle de bain et une pièce sur le toit de la maison. une bonne voisinage est garantie dans ce beau et ancien quartier dans lequel se trouve la fameuse maison de wasila ben ammar l'épouse du président bourguiba pour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo",fr,184,5,0.5,0.025,pressante,0.38,0.266,0.0,aucun,0
3556,"spacieux duplex à rénover avec terrasse - quartier uv4, menzah 5 servimob met en vente  un spacieux duplex sur deux niveaux, avec une terrasse, de type s+4, idéalement situé dans le quartier uv4 à menzah 5, en face de l'hôtel l'excellence, du shoes center et de l'ancienne pharmacie de nuit. ce duplex, d'une superficie totale d'environ 175 m² (comprenant 145 m² habitables et 36 m² de terrasse), offre un agencement sur deux demi niveaux : au premier niveau, un vaste salon s'ouvrant sur une grande terrasse, une cuisine , un séchoir  et un espace buanderie. au deuxième niveau, quatre chambres à coucher équipées de placards, une salle de bain et un séjour s'ouvrant également sur la terrasse. malgré son état actuel qui nécessite des travaux de rénovation, ce duplex présente un potentiel remarquable pour être réaménagé selon vos désirs et vos besoins. affiché à un prix attractif de 450 000 dt, il constitue une opportunité  intéressante pour ceux désireux de personnaliser leur futur logement. ",tunisieannonce,0,,0,0.0,"spacieux duplex à rénover avec terrasse - quartier uv4, menzah 5 servimob met en vente un spacieux duplex sur deux niveaux, avec une terrasse, de type s 4, idéalement situé dans le quartier uv4 à menzah 5, en face de l'hôtel l'excellence, du shoes center et de l'ancienne pharmacie de nuit. ce duplex, d'une superficie totale d'environ 175 m² (comprenant 145 m² habitables et 36 m² de terrasse), offre un agencement sur deux demi niveaux : au premier niveau, un vaste salon s'ouvrant sur une grande terrasse, une cuisine , un séchoir et un espace buanderie. au deuxième niveau, quatre chambres à coucher équipées de placards, une salle de bain et un séjour s'ouvrant également sur la terrasse. malgré son état actuel qui nécessite des travaux de rénovation, ce duplex présente un potentiel remarquable pour être réaménagé selon vos désirs et vos besoins. affiché à un prix attractif de 450 000 dt, il constitue une opportunité intéressante pour ceux désireux de personnaliser leur futur logement.",fr,165,5,0.584,0.029,vague,0.381,0.172,0.0,aucun,0
3559,"opportunité immobilière d'exception  la soukra idéalement situé à proximité de la mosquée erraoudha  la soukra, dans l'un des secteurs les plus prisés du grand tunis. superficie : 13 344 m² vocation : r+2 permis de construire accordé pour la réalisation d'un projet résidentiel prestigieux de 140 appartements un foncier d'exception offrant un potentiel de développement remarquable, parfait pour un projet haut standing alliant élégance, rentabilité et qualité de vie. prix : 500 dt / m² une opportunité rare pour investisseurs avertis et promoteurs ambitieux.",tunisieannonce,0,,0,0.0,"opportunité immobilière d'exception la soukra idéalement situé à proximité de la mosquée erraoudha la soukra, dans l'un des secteurs les plus prisés du grand tunis. superficie : 13 344 m² vocation : r 2 permis de construire accordé pour la réalisation d'un projet résidentiel prestigieux de 140 appartements un foncier d'exception offrant un potentiel de développement remarquable, parfait pour un projet haut standing alliant élégance, rentabilité et qualité de vie. prix : 500 dt / m² une opportunité rare pour investisseurs avertis et promoteurs ambitieux.",fr,85,4,0.373,0.075,vague,0.314,0.141,0.52,pression_achat,1
3565,notre agence ranime immo propose de vendre villa charmante haut standing salon et 3 suites et piscine confort située à la plage el haouaria cap bon. cette villa est de rdc surf 125m2 salon ouvert à la piscine et terrasse. chambre parentale. salle à manger. cuisine équipée et aménagée salle d'eau une piscine 4 m par 10 m un jardin gazonné terrasse de vue dégagée. barbakious parking des voitures 1er étage surf 125m2 2 suites parentale avec salle de bain grande terrasse orientée. surface de terrain 375m2 surface couverte  250m2 dossier foncière règlé prix est de 700 000dt et négociable pour les sérieux notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. tél : 00216 23 45 22 79 whatsapp : 00216 98 36 83 48 pcb ranime immo,tunisieannonce,0,,0,0.0,notre agence ranime immo propose de vendre villa charmante haut standing salon et 3 suites et piscine confort située à la plage el haouaria cap bon. cette villa est de rdc surf 125m2 salon ouvert à la piscine et terrasse. chambre parentale. salle à manger. cuisine équipée et aménagée salle d'eau une piscine 4 m par 10 m un jardin gazonné terrasse de vue dégagée. barbakious parking des voitures 1er étage surf 125m2 2 suites parentale avec salle de bain grande terrasse orientée. surface de terrain 375m2 surface couverte 250m2 dossier foncière règlé prix est de 700 000dt et négociable pour les sérieux notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. tél : 00216 23 45 22 79 whatsapp : 00216 98 36 83 48 pcb ranime immo,fr,137,5,0.71,0.036,vague,0.355,0.16,0.52,pression_achat,1
3580,"a vendre villa s+3 plus 3 appartements bâti sur un terrain de 400m² faisant le coin, à l'aouina dans un emplacement stratégique, le rdc contient la villa s+3 avec grand jardin et abri pour les voitures, plus un studio s+1 déjà louer, à l'étage en trouve un appartement s+1 avec terrasse plus un appartement s+2 les deux sont louer. superficie terrain : 400m² superficie bâti : 300m² merci de contacter notre agent en immobilier au 90531973.",tunisieannonce,0,,0,0.0,"a vendre villa s 3 plus 3 appartements bâti sur un terrain de 400m² faisant le coin, à l'aouina dans un emplacement stratégique, le rdc contient la villa s 3 avec grand jardin et abri pour les voitures, plus un studio s 1 déjà louer, à l'étage en trouve un appartement s 1 avec terrasse plus un appartement s 2 les deux sont louer. superficie terrain : 400m² superficie bâti : 300m² merci de contacter notre agent en immobilier au 90531973.",fr,81,5,0.265,0.013,pressante,0.358,0.25,0.32,absence_prix_bien_cher,1
3566,"riadh el andalous : appartement s+4 au rez-de-chaussée à vendre on  met en vente un appartement s+4 de 200 m², situé au rez-de-chaussée d'une résidence gardée et sécurisée, proche de toutes les commodités école, mosquée,  carrefour market,  pharmacie,  banque il se compose d': salon et salle à manger avec balcon quatre chambres à coucher équipées de dressings cuisine équipée avec séchoir salle d'eau pour les invités salle de bain place de parking climatisation et chauffage central dans toutes les chambres gardiennage et syndic prix de vente : sur demande titre de propriété en règle",tunisieannonce,0,,0,0.0,"riadh el andalous : appartement s 4 au rez-de-chaussée à vendre on met en vente un appartement s 4 de 200 m², situé au rez-de-chaussée d'une résidence gardée et sécurisée, proche de toutes les commodités école, mosquée, carrefour market, pharmacie, banque il se compose d': salon et salle à manger avec balcon quatre chambres à coucher équipées de dressings cuisine équipée avec séchoir salle d'eau pour les invités salle de bain place de parking climatisation et chauffage central dans toutes les chambres gardiennage et syndic prix de vente : sur demande titre de propriété en règle",fr,96,4,0.374,0.075,fiable,0.4,0.02,0.0,aucun,0
3567,"appartement situé côté mer, se compose à l'entrée d'une grande salle de séjour qui donne sur un beau jardin privatif bien décoré, tv chaines internationales ( tfi ,m6 etc.),chambre à coucher à grand lit, salle de bain, cuisine bien équipée ,climatiseur chaux et froid ,avec une place de parking devant la résidence qui se compose uniquement de 6 appartements et prés de toutes les commodités bus, taxi etc... assurant le transfert de l'aéroport en extra . pour plus de rensegeiement tel whatsapp 0021625033250 tarif location vacance selon la période",tunisieannonce,0,,0,0.0,"appartement situé côté mer, se compose à l'entrée d'une grande salle de séjour qui donne sur un beau jardin privatif bien décoré, tv chaines internationales ( tfi ,m6 etc.),chambre à coucher à grand lit, salle de bain, cuisine bien équipée ,climatiseur chaux et froid ,avec une place de parking devant la résidence qui se compose uniquement de 6 appartements et prés de toutes les commodités bus, taxi etc... assurant le transfert de l'aéroport en extra . pour plus de rensegeiement tel whatsapp 0021625033250 tarif location vacance selon la période",fr,89,5,0.448,0.022,fiable,0.328,0.016,0.0,aucun,0
3569,"agence immobilière du lac met en vente un joyau appartement à la résidence folla à chott-meriem. appartement standing au deuxième étage , de surface habitable 120m2, composé d'un lumineux salon avec terrasse spacieuse font de mer, cuisine à l'américaine équipée, le tout à l'état neuf, une suite parent, salle de bain, deux chambres , salle de douche, place de parking au sous-sol climatisation réversible. prix demandé contacter l'agence . la résidence folla est embellie par 6 piscines à l'eau de mer, avec bassins enfants avec des caméras de surveillance accessibles depuis la tv de l'appartement - spa avec hammam, massages, soins divers, salle de sports, piscine couverte, salon de coiffure et esthétique prix très abordables. - 2 restaurants - café, café maure - salle de jeu - supérette ouverte toute la journée - aire de jeux pour les enfants - transats, parasols dans toute la résidence et sur la plage. - protection uv au-dessus des bassins pour enfants. infos et visite contactez l'immobil",tunisieannonce,0,,0,0.0,"agence immobilière du lac met en vente un joyau appartement à la résidence folla à chott-meriem. appartement standing au deuxième étage , de surface habitable 120m2, composé d'un lumineux salon avec terrasse spacieuse font de mer, cuisine à l'américaine équipée, le tout à l'état neuf, une suite parent, salle de bain, deux chambres , salle de douche, place de parking au sous-sol climatisation réversible. prix demandé contacter l'agence . la résidence folla est embellie par 6 piscines à l'eau de mer, avec bassins enfants avec des caméras de surveillance accessibles depuis la tv de l'appartement - spa avec hammam, massages, soins divers, salle de sports, piscine couverte, salon de coiffure et esthétique prix très abordables. - 2 restaurants - café, café maure - salle de jeu - supérette ouverte toute la journée - aire de jeux pour les enfants - transats, parasols dans toute la résidence et sur la plage. - protection uv au-dessus des bassins pour enfants. infos et visite contactez l'immobil",fr,163,5,0.425,0.021,pressante,0.271,0.19,0.32,absence_prix_bien_cher,1
3571,"le patio immobilier tunisie propose à la location un appartement s1 haut standing jamais habité situé aux jardins de carthage. composition : salon lumineux avec balcon cuisine salle d'eau avec douche une chambre à coucher l'appartement est proposé vide et dispose d'une place de parking au sous-sol. loyer : 1900 dt pour plus d'informations ou pour organiser une visite, contactez-nous sur 00216 28 287 487 (whatsapp) le patio immobilier",tunisieannonce,0,,0,0.0,"le patio immobilier tunisie propose à la location un appartement s1 haut standing jamais habité situé aux jardins de carthage. composition : salon lumineux avec balcon cuisine salle d'eau avec douche une chambre à coucher l'appartement est proposé vide et dispose d'une place de parking au sous-sol. loyer : 1900 dt pour plus d'informations ou pour organiser une visite, contactez-nous sur 00216 28 287 487 (whatsapp) le patio immobilier",fr,69,3,0.324,0.13,fiable,0.48,0.024,0.0,aucun,0
3578,petit app climatisée richement meuble composé 2 chambres kitchenette wc douche petit balcon ( 5 nuitées minimum) villa climatisée  richement meublé composé 4 chambres cuisine spacieux 2 sallons 2 douches 2wc jardin avec parking pour 3 voitures (4 nuitées minimum) tel 99009602,tunisieannonce,0,,0,0.0,petit app climatisée richement meuble composé 2 chambres kitchenette wc douche petit balcon ( 5 nuitées minimum) villa climatisée richement meublé composé 4 chambres cuisine spacieux 2 sallons 2 douches 2wc jardin avec parking pour 3 voitures (4 nuitées minimum) tel 99009602,fr,42,5,0.506,0.025,fiable,0.297,0.015,0.32,absence_prix_bien_cher,1
3796,"369univers.a.i, agence immobilière située à la marsa, vous propose à la location un appartement avec jardin au lac 2. il se compose comme suit: - un salon, une cuisine équipée avec séchoir, une salle d'eau invités, une suite parentale, 2 chambres à coucher et une salle de bain, - au sous-sol: un open-space, une chambre avec rangement et une place de parking, - à l'extérieur: un jardin et une terrasse",tunisieannonce,0,,0,0.0,"369univers.a.i, agence immobilière située à la marsa, vous propose à la location un appartement avec jardin au lac 2. il se compose comme suit: - un salon, une cuisine équipée avec séchoir, une salle d'eau invités, une suite parentale, 2 chambres à coucher et une salle de bain, - au sous-sol: un open-space, une chambre avec rangement et une place de parking, - à l'extérieur: un jardin et une terrasse",fr,70,4,0.414,0.083,pressante,0.323,0.226,0.0,aucun,0
3582,"v612 appartement corail 3 a vendre chez l'agence smart owner immobilière hammamet, un bel appartement de type s+2 sis au 3ème étage situé dans une résidence bien gardée à afh mrezga. l'appartement se compose d'un spacieux salon avec balcon de 27 m², une cuisine ouverte équipée, deux chambres à coucher , une salle de bain et une salle d'eau. il est équipé de chauffage central. vous bénéficiez d'un place parking au sous sol à 23 milles dinars. pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 52 177 449 / 54 544 909.",tunisieannonce,0,,0,0.0,"v612 appartement corail 3 a vendre chez l'agence smart owner immobilière hammamet, un bel appartement de type s 2 sis au 3ème étage situé dans une résidence bien gardée à afh mrezga. l'appartement se compose d'un spacieux salon avec balcon de 27 m², une cuisine ouverte équipée, deux chambres à coucher , une salle de bain et une salle d'eau. il est équipé de chauffage central. vous bénéficiez d'un place parking au sous sol à 23 milles dinars. pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 52 177 449 / 54 544 909.",fr,98,5,0.569,0.028,pressante,0.394,0.276,0.0,aucun,0
3585,"une magnifique villa située à l'entrée des jardins de carthage, offrant un cadre de vie luxueux et fonctionnel. au rez-de-chaussée, vous trouverez une élégante suite pour invités, une salle d'eau pour invités, un vaste séjour lumineux, et une cuisine entièrement équipée (réfrigérateur, plaque, hotte, four). le salon, doté de grandes portes-fenêtres, s'ouvre directement sur une piscine scintillante et un jardin paysager, idéal pour la détente et les réceptions. le premier étage se compose de deux suites parentales spacieuses, ainsi que de deux chambres à coucher supplémentaires partageant une salle de bain commune avec baignoire. en sous-sol, un espace dédié au personnel comprend un salon avec kitchenette, une chambre, une salle de bain et un débarras, sans oublier un garage pouvant accueillir deux véhicules. cette villa représente l'opportunité parfaite pour une famille à la recherche de confort et d'intimité dans un quartier prisé. #maison #villa #location # appartements # agence #loc",tunisieannonce,0,,0,0.0,"une magnifique villa située à l'entrée des jardins de carthage, offrant un cadre de vie luxueux et fonctionnel. au rez-de-chaussée, vous trouverez une élégante suite pour invités, une salle d'eau pour invités, un vaste séjour lumineux, et une cuisine entièrement équipée (réfrigérateur, plaque, hotte, four). le salon, doté de grandes portes-fenêtres, s'ouvre directement sur une piscine scintillante et un jardin paysager, idéal pour la détente et les réceptions. le premier étage se compose de deux suites parentales spacieuses, ainsi que de deux chambres à coucher supplémentaires partageant une salle de bain commune avec baignoire. en sous-sol, un espace dédié au personnel comprend un salon avec kitchenette, une chambre, une salle de bain et un débarras, sans oublier un garage pouvant accueillir deux véhicules. cette villa représente l'opportunité parfaite pour une famille à la recherche de confort et d'intimité dans un quartier prisé. maison villa location appartements agence loc",fr,148,5,0.818,0.041,pressante,0.427,0.299,0.32,absence_prix_bien_cher,1
3586,agence immobilière le carré 9 vous propose à la location un appartement s2 richement meublé de 120m²situé au 2éme étage d'une résidence gardée et sécurisée aux berges du lac 2. cet appartement se compose d'un spacieux salon qui donne sur un balcon avec une vue dégagée une cuisine bien équipée (réfrigérateur micro-onde lave-vaisselle machine à laver plaque four et hotte encastrés) une suite parentale avec sa salle de bain avec baignoire une chambre à coucher et une salle de douche. l'appartement est équipé du chauffage central de la climatisation en split et des placards dans toutes les pièces ainsi une place de parking au sous-sol. pour plus d'informations veuillez nous contacter au 28177388 ou bien 23219610. ref149a,tunisieannonce,0,,0,0.0,agence immobilière le carré 9 vous propose à la location un appartement s2 richement meublé de 120m²situé au 2éme étage d'une résidence gardée et sécurisée aux berges du lac 2. cet appartement se compose d'un spacieux salon qui donne sur un balcon avec une vue dégagée une cuisine bien équipée (réfrigérateur micro-onde lave-vaisselle machine à laver plaque four et hotte encastrés) une suite parentale avec sa salle de bain avec baignoire une chambre à coucher et une salle de douche. l'appartement est équipé du chauffage central de la climatisation en split et des placards dans toutes les pièces ainsi une place de parking au sous-sol. pour plus d'informations veuillez nous contacter au 28177388 ou bien 23219610. ref149a,fr,117,5,0.496,0.025,pressante,0.449,0.315,0.0,aucun,0
3589,borj baccouche : bureau h+4 à louer on  met à la location un bureau h+4 au 1 er etage avec double ascenseur dans une résidence exclusivement bureautique proches de toutes commodités il se compose de : - hall - quatre pièces - bloc sanitaires - kitchenette - climatisation - place de parking prix de location : 1750 tnd inclus frais de syndic l'immeuble est sécurisé et bien situé à proximité des principales commodités.,tunisieannonce,0,,0,0.0,borj baccouche : bureau h 4 à louer on met à la location un bureau h 4 au 1 er etage avec double ascenseur dans une résidence exclusivement bureautique proches de toutes commodités il se compose de : - hall - quatre pièces - bloc sanitaires - kitchenette - climatisation - place de parking prix de location : 1750 tnd inclus frais de syndic l'immeuble est sécurisé et bien situé à proximité des principales commodités.,fr,75,4,0.359,0.072,pressante,0.399,0.279,0.0,aucun,0
3592,"la maison de l'immobilier vous propose à la location un immeuble de 4 niveaux, idéal pour une activité professionnelle (siège de société, cabinets, centre de formation, etc.), situé en plein coeur de montplaisir. caractéristiques : immeuble r3 11 appartements / unités superficie couverte totale : 1 040 m² 25 pièces, dont plusieurs espaces open space bonne luminosité configuration fonctionnelle adaptée à un usage professionnel emplacement stratégique, facilement accessible et proche de toutes commodités.",tunisieannonce,0,,0,0.0,"la maison de l'immobilier vous propose à la location un immeuble de 4 niveaux, idéal pour une activité professionnelle (siège de société, cabinets, centre de formation, etc.), situé en plein coeur de montplaisir. caractéristiques : immeuble r3 11 appartements / unités superficie couverte totale : 1 040 m² 25 pièces, dont plusieurs espaces open space bonne luminosité configuration fonctionnelle adaptée à un usage professionnel emplacement stratégique, facilement accessible et proche de toutes commodités.",fr,73,4,0.502,0.1,fiable,0.548,0.027,0.0,aucun,0
3595,"à louer à des résidents ou internes en médecine, médecine dentaire et pharmacie un bel appartement haut standing tout neuf au 1er étage, s + 1, meublé, à skanès monastir, résidence du palais présidentiel de bourguiba, situé juste à côté du palais, vue sur la piscine et sur mer, revêtement du sol en marbre blanc, toutes commodités : ascenseur, chauffage central, climatiseur, , eau chaude et froide, gaz de ville, stores, de grandes fenêtres jusqu'au sol, une sbi, cuisine indépendante équipée en réfrigérateur et cuisinière , éléments et autres , meubles au salon et dans la chambre, machine à laver. disponible. loyer:700 dinars par mois. tél: 51 458 652 et 98 363 103",tunisieannonce,0,,0,0.0,"à louer à des résidents ou internes en médecine, médecine dentaire et pharmacie un bel appartement haut standing tout neuf au 1er étage, s 1, meublé, à skanès monastir, résidence du palais présidentiel de bourguiba, situé juste à côté du palais, vue sur la piscine et sur mer, revêtement du sol en marbre blanc, toutes commodités : ascenseur, chauffage central, climatiseur, , eau chaude et froide, gaz de ville, stores, de grandes fenêtres jusqu'au sol, une sbi, cuisine indépendante équipée en réfrigérateur et cuisinière , éléments et autres , meubles au salon et dans la chambre, machine à laver. disponible. loyer:700 dinars par mois. tél: 51 458 652 et 98 363 103",fr,112,5,0.436,0.022,pressante,0.505,0.354,0.32,absence_prix_bien_cher,1
3597,"l'agence immobilière gharbi met en vente un très joli appartement a mourouj 4 sur la route principale (carrefour , métro) il est composé comme suit: 82m² *salon  avec climatiseur *2chambres a couchée avec dressings *cuisine bien équipe *salle de bain *chauffage central *caméra de surveillance *place de parking appartement prés de tte commodité pour plus d'information contactez l'agence immobilière gharbi visite sur rdv avec frais de visite 23 65 82 27/23 825 899",tunisieannonce,0,,0,0.0,"l'agence immobilière gharbi met en vente un très joli appartement a mourouj 4 sur la route principale (carrefour , métro) il est composé comme suit: 82m² salon avec climatiseur 2chambres a couchée avec dressings cuisine bien équipe salle de bain chauffage central caméra de surveillance place de parking appartement prés de tte commodité pour plus d'information contactez l'agence immobilière gharbi visite sur rdv avec frais de visite 23 65 82 27/23 825 899",fr,73,4,0.388,0.078,pressante,0.372,0.26,0.68,frais_visite,1
3600,"a louer un appartement très propre dans une residence gardée et bien sécurisé au 2 éme étage avec un ascenseur situé a bhar lazrek dans une quartier résidentielle prét de toute les comoditées de la vie ( carrefour, l'hopital monji slim, maison de citroen..). composé d'une salon spacieuse, deux chambres a couchées avec les dressing dont une avec un balcon, une cuisine bien agencée avec tout les éléments ( plaque,, haute, four) et une salle d'eau avec un douche al'italienne. pour plus de details merci de contacter 53 026 545",tunisieannonce,0,,0,0.0,"a louer un appartement très propre dans une residence gardée et bien sécurisé au 2 éme étage avec un ascenseur situé a bhar lazrek dans une quartier résidentielle prét de toute les comoditées de la vie ( carrefour, l'hopital monji slim, maison de citroen..). composé d'une salon spacieuse, deux chambres a couchées avec les dressing dont une avec un balcon, une cuisine bien agencée avec tout les éléments ( plaque,, haute, four) et une salle d'eau avec un douche al'italienne. pour plus de details merci de contacter 53 026 545",fr,90,5,0.444,0.022,fiable,0.347,0.017,0.0,aucun,0
3602,résidence au plein centre du cité ennasr 2 sécurisée gardée jours et nuits  très proche  de toutes les commodités prix du loyer à l'année 1200 dt /mois avec 2 mois de caution. gsm propriétaire    +21655690000 étudiants s'abstenir.,tunisieannonce,0,,0,0.0,résidence au plein centre du cité ennasr 2 sécurisée gardée jours et nuits très proche de toutes les commodités prix du loyer à l'année 1200 dt /mois avec 2 mois de caution. gsm propriétaire 21655690000 étudiants s'abstenir.,fr,37,1,0.384,0.346,pressante,0.5,0.35,0.0,aucun,0
3607,"à vendre : terrain nu de 500 m² à soliman quartier dhari nous proposons à la vente un terrain nu d'une superficie de 500 m², situé à soliman, dans le quartier dhari, une zone en plein développement avec un atout exceptionnel permettant de vivre en plein nature et à proximité de toutes commodités. le terrain bénéficie d'une façade principale de 24 mètres, offrant un excellent potentiel pour un projet résidentiel, accompagné d'un bornage topographique officiel, précisant les limites exactes du lot l'environnement est agréable et prometteur, composé de villas de standing et de maisons à un seul niveau, garantissant un cadre de vie calme et valorisant prix exceptionnel : 200 dt/m², soit 100 000 dt pour la totalité du terrain. une opportunité rare à saisir, idéale pour investissement ou construction future. télé fixe 71 293 504 télé ou whatsapp 52 190 190",tunisieannonce,0,,0,0.0,"à vendre : terrain nu de 500 m² à soliman quartier dhari nous proposons à la vente un terrain nu d'une superficie de 500 m², situé à soliman, dans le quartier dhari, une zone en plein développement avec un atout exceptionnel permettant de vivre en plein nature et à proximité de toutes commodités. le terrain bénéficie d'une façade principale de 24 mètres, offrant un excellent potentiel pour un projet résidentiel, accompagné d'un bornage topographique officiel, précisant les limites exactes du lot l'environnement est agréable et prometteur, composé de villas de standing et de maisons à un seul niveau, garantissant un cadre de vie calme et valorisant prix exceptionnel : 200 dt/m², soit 100 000 dt pour la totalité du terrain. une opportunité rare à saisir, idéale pour investissement ou construction future. télé fixe 71 293 504 télé ou whatsapp 52 190 190",fr,142,5,0.518,0.026,fiable,0.42,0.021,0.52,pression_achat,1
3635,"l'agence darek immob met en location à menzah 6 une très jolie villa bureautique , elle présente les caractéristiques suivantes : 270 m² de surface couverte bon standing 8 pièces terrasse+grand jardin toilettes kitchenette réseau installé près de commerces transport public à 5 min climatisation split parking prix :4500 dt/mois (retenu à la source incluse) merci de nous contactez au 51603900 /99603906/51614130",tunisieannonce,0,,0,0.0,"l'agence darek immob met en location à menzah 6 une très jolie villa bureautique , elle présente les caractéristiques suivantes : 270 m² de surface couverte bon standing 8 pièces terrasse grand jardin toilettes kitchenette réseau installé près de commerces transport public à 5 min climatisation split parking prix :4500 dt/mois (retenu à la source incluse) merci de nous contactez au 51603900 /99603906/51614130",fr,63,4,0.401,0.08,vague,0.388,0.175,0.28,contacts_multiples,1
3613,"bâtie sur un terrain de 430 m² , très belle villa r+1 haut standing surface totale couverte 400 m² répartis entre un rez de chaussée plus 1 étage . villa considérée comme opportunité , située à sahloul 2 villa mise à la vente . comprenant au rez de chaussée un salon,salle à manger , séjour ,1 chambre d'amis ,salle d'eau avec douche  ,cuisine agencée équipée avec bée-vitrée  donnant sur une seconde cuisine ,salle de sport , débarras . l'étage composé d'une suite parents , 3 chambres , salles d'eau , chauffage central et climatisation , photovoltaique ,terrasses ,piscine ,villa entourée d'un jardin , entrée de voitures abritées .prix demandé 1600000 dt titre foncier individuel .infos et visite contactez l'immobilière du lac h-sousse au +216 73 370 942 où +216 99 904 113 et +216 23 713 406.",tunisieannonce,0,,0,0.0,"bâtie sur un terrain de 430 m² , très belle villa r 1 haut standing surface totale couverte 400 m² répartis entre un rez de chaussée plus 1 étage . villa considérée comme opportunité , située à sahloul 2 villa mise à la vente . comprenant au rez de chaussée un salon,salle à manger , séjour ,1 chambre d'amis ,salle d'eau avec douche ,cuisine agencée équipée avec bée-vitrée donnant sur une seconde cuisine ,salle de sport , débarras . l'étage composé d'une suite parents , 3 chambres , salles d'eau , chauffage central et climatisation , photovoltaique ,terrasses ,piscine ,villa entourée d'un jardin , entrée de voitures abritées .prix demandé 1600000 dt titre foncier individuel .infos et visite contactez l'immobilière du lac h-sousse au 216 73 370 942 où 216 99 904 113 et 216 23 713 406.",fr,138,5,0.42,0.021,pressante,0.372,0.261,0.28,contacts_multiples,1
3620,"l575 villa orangina a louer pour vos vacances chez l'agence smart owner immobilière hammamet, une belle villa avec piscine située dans un quartier bien sécurisé à hammamet sud à deux minutes de yasmine hammamet. la villa est établie sur deux niveaux: le rez de chaussée se compose d'un joli salon, une salle à manger, une cuisine moderne bien équipée, une chambre à coucher et une salle d'eau pour les invités. quant à l'étage on trouve, trois suites avec leurs propre salles de bain et dressing dont une avec terrasse. a l'extérieur vous bénéficiez d'un joli jardin gazonné, une belle piscine, des banquettes et un place parking. la villa est équipée des climatiseurs. prix: 1100 dt la nuitée. pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 52 177 449 / 54 544 909.",tunisieannonce,0,,0,0.0,"l575 villa orangina a louer pour vos vacances chez l'agence smart owner immobilière hammamet, une belle villa avec piscine située dans un quartier bien sécurisé à hammamet sud à deux minutes de yasmine hammamet. la villa est établie sur deux niveaux: le rez de chaussée se compose d'un joli salon, une salle à manger, une cuisine moderne bien équipée, une chambre à coucher et une salle d'eau pour les invités. quant à l'étage on trouve, trois suites avec leurs propre salles de bain et dressing dont une avec terrasse. a l'extérieur vous bénéficiez d'un joli jardin gazonné, une belle piscine, des banquettes et un place parking. la villa est équipée des climatiseurs. prix: 1100 dt la nuitée. pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 52 177 449 / 54 544 909.",fr,137,4,0.467,0.093,pressante,0.361,0.253,0.0,aucun,0
3627,hexa real estate vous propose un appartement à la location en s+1 meublé à ain zaghouan nord composition : un salon lumineux donnant sur un balcon cuisine américaine bien aménagée et entièrement équipée chambre à coucher avec dressing salle de douche climatisation chauffage place parking prix : 1800 dt / mois pour le visiter et plus d'informations veuillez nous contacter sur le: 29 999 188,tunisieannonce,0,,0,0.0,hexa real estate vous propose un appartement à la location en s 1 meublé à ain zaghouan nord composition : un salon lumineux donnant sur un balcon cuisine américaine bien aménagée et entièrement équipée chambre à coucher avec dressing salle de douche climatisation chauffage place parking prix : 1800 dt / mois pour le visiter et plus d'informations veuillez nous contacter sur le: 29 999 188,fr,66,4,0.403,0.081,fiable,0.368,0.018,0.0,aucun,0
