"id","title","subtitle","price","transaction_type","property_type","location_details","municipality","surface","rooms","bedrooms","bathrooms","features","poi","description","url","image_path","images_folder","images_count","scraped_at","last_updated"
18,"Vente appartement s2 de standing la marsa","Tunisie","410000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","128",2,NULL,NULL,"{}","{}","Je met à la vente un grand appartements S2 d'une superficie d'environ 128 m² situés dans une petite résidence de six appartements à la marsa lahwache proche de la Pharmacie Ali Farhat. La partie jour se compose d'un salon spacieux, un balcon, une cuisine équipée ( plaque, four et hotte) avec séchoir et une salle d'eau invités. La partie nuit se compose de deux chambres à coucher avec dressing dont une avec balcon et une salle de bain commune. L'appartement est chauffé et climatisé. La résidence se compose de 6 appartements est sans ascenseur et sans parking. -2eme : 410000 Tel/WhatsApp : 00 216 24 26 88 33","https://www.mubawab.tn/fr/a/7300527/vente-appartement-s2-de-standing-la-marsa","media\apartment\18\image_001.jpg","media\apartment\18",15,"2026-02-18 09:21:01.550874","Unknown"
19,"Appartement S3 à Jardin de Carthage","Tunisie","595000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,3,NULL,NULL,"{}","{}","La Méditerranée Immobilière Lac 2, vous propose à la vente un magnifique appartement s3 dans une résidence calme et sécurisée à Jardin de Carthage. Ce dernier se compose d'un salon lumineux , une cuisine équipée avec séchoir , deux chambres à coucher avec dressings partagent une salle de bain , une suite parentale avec balcon chauffage central , climatisation , une place de parking sous sol","https://www.mubawab.tn/fr/a/8164118/appartement-s3-%C3%A0-jardin-de-carthage","media\apartment\19\image_001.jpg","media\apartment\19",10,"2026-02-18 09:21:15.367506","Unknown"
20,"Appartement s2 directe promoteur aux JDC","Tunisie","590000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","110",2,NULL,NULL,"{}","{}","La méditerranée immobilière Lac 2, vous propose à la vente un appartement s2 Situé dans un quartier résidentiel prisé, calme et sécurisé, cet élégant. cet appartement S2 d’une superficie de 110 m² est proposé directement du promoteur, avec frais d’enregistrement réduits. Caractéristiques de l’appartement : Un spacieux salon lumineux avec accès à un balcon/terrasse Cuisine moderne équipée (plaque, hotte, four) avec séchoir Deux chambres à coucher dont une avec dressing Salle de bain  salle d’eau pour les invités Revêtement en marbre, menuiserie aluminium, chauffage central et climatisation en split Avantages : Résidence haut standing sécurisée avec ascenseur Piscine commune dans la résidence Place de parking privée au sous-sol Proximité des écoles, commerces, cafés et transports Idéal pour habitation ou investissement locatif","https://www.mubawab.tn/fr/a/8231712/appartement-s2-directe-promoteur-aux-jdc","media\apartment\20\image_001.jpg","media\apartment\20",1,"2026-02-18 09:21:27.780413","Unknown"
137,"Appartement A24 – Résidence MAYA à Kairouan","Tunisie","221534 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","94.27",NULL,NULL,NULL,"{}","{}","Appartement spacieux de 94,27 m², offrant un confort optimal pour la vie familiale. Salon lumineux, chambres confortables, cuisine bien aménagée. Caractéristiques : Surface totale : 94,27 m² Prix TTC : 221.534,500 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !","https://www.mubawab.tn/fr/pa/8255536/appartement-a24-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan","media\apartment\137\image_001.jpg","media\apartment\137",5,"2026-02-18 09:47:04.087717","Unknown"
606,"Terrain 1004 m² à Grombalia La Perle du Cap Bon","Tunisie","","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1004",NULL,NULL,NULL,"{}","{}","Achetez votre terrain. Superficie de 1004 m². Ce terrain est proposé à la vente .","https://www.mubawab.tn/fr/pa/8164140/terrain-1004-m%C2%B2-%C3%A0-grombalia-la-perle-du-cap-bon","media\land\606\image_001.jpg","media\land\606",4,"2026-02-18 15:52:04.336488","Unknown"
944,"Vente Villa Bellissima S4","Tunisie","","sale","house","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,4,NULL,NULL,"{}","{}","","https://www.mubawab.tn/fr/a/8305600/vente-villa-bellissima-s4","media\house\944\image_001.jpg","media\house\944",1,"2026-02-18 20:04:16.539192","Unknown"
11,"S1 – Résidence L’ULTIME Projet Diar Rached","Tunisie","Prix à consulter","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","63",1,NULL,NULL,"{}","{}","Achetez votre appartement. 2 pièces, 1 salle de bains, surface 63 m². 1 chambre. Nouveau. Idéal si vous souhaitez acheter un appartement à Les Jardins de Carthage. Parfaitement équipé avec porte blindée, chauffage central et double vitrage. Profitez d'une belle terrasse. Dispose également d'un ascenseur. Contactez-nous si vous êtes intéressé par cet appartement. Sécurité garantie avec surveillance. Système d'antenne parabolique. Profitez du confort de la climatisation. La résidence dispose également d'une piscine. Confortable salon européen. À proximité: boutiques à 100 mètres, établissements scolaires à 600 mètres, supermarché à 700 mètres, pharmacie à 800 mètres, librairie à 1.1 kilomètre, centre commercial et cafés et restaurants à 1.2 kilomètre, hôpitaux à 1.3 kilomètre, gare et transports publics à 1.5 kilomètre, service de taxi à 2.0 kilomètre, plage à 2.5 kilomètres.","https://www.mubawab.tn/fr/pa/8106947/s1-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached","media\apartment\11\image_001.jpg","media\apartment\11",11,"2026-02-18 09:19:43.562503","Unknown"
12,"Opportunité d'un S2 de 118m² au 1er etage à vendre","Tunisie","Prix à consulter","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","118",2,"rangement",NULL,"{}","{}","La Résidence Marbella est un projet pensé pour allier confort, sérénité et bien-être au quotidien. Profitez d’un cadre moderne avec parking sous-sol sécurisé et celliers privés, dans des appartements aux prestations soignées et ergonomiques. Nos appartements type S+2 (Salon et 2 chambres) offrent des espaces lumineux et conviviaux, avec des environnements propices aux moments de détente et aux balades en famille. Surface disponible : de 99 à 119 m² « Pour d’amples informations, n'hésitez pas à nous contacter au +216 98 780 888 ou par e-mail à commercial@cipolin-immobilier.com. Site web : cipolin-immobilier.com","https://www.mubawab.tn/fr/pa/8270415/opportunit%C3%A9-d-un-s2-de-118m%C2%B2-au-1er-etage-%C3%A0-vendre","media\apartment\12\image_001.jpg","media\apartment\12",17,"2026-02-18 09:19:57.737272","Unknown"
13,"Agréable appartement à vendre","Tunisie","Prix à consulter","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","123",3,NULL,NULL,"{}","{}","Agréable appartement à vendre. 2 chambres à coucher, 3 salles de bains, 123m² avec  3 pièces salon et 02 chambres à couche une avec suite parentale . Nouveau. Cet appartement est en vente à Ain Zaghouan Nord. Résidence avec piscine. Grand balcon. Programmez dès maintenant votre visite pour cet appartement d'exception. Isolation sonore avec double vitrage. Résidence sécurisée.","https://www.mubawab.tn/fr/pa/7845704/agr%C3%A9able-appartement-%C3%A0-vendre","media\apartment\13\image_001.jpg","media\apartment\13",10,"2026-02-18 09:20:12.574562","Unknown"
14,"Appartement A05 – S2 – Résidence MAYA à Kairouan","Tunisie","291292 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","105.55",2,NULL,NULL,"{}","{}","Vivez dans un environnement moderne et paisible avec cet appartement S+2 de 105,55 m², parfaitement conçu pour optimiser lumière et confort. Profitez d’une terrasse de 25 m² et d’un jardin privé de 26 m², idéal pour vos moments de détente et vos repas en plein air. Cet appartement offre un salon spacieux et lumineux, des chambres confortables, et une cuisine fonctionnelle adaptée à vos besoins. Idéal pour les familles recherchant un cadre de vie agréable et sécurisé. Caractéristiques : Surface totale : 105,55 m² Terrasse : 25 m² Jardin : 26 m² Prix TTC : 291.292,500 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !","https://www.mubawab.tn/fr/pa/8255178/appartement-a05-%E2%80%93-s2-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan","media\apartment\14\image_001.jpg","media\apartment\14",5,"2026-02-18 09:20:23.64994","Unknown"
193,"Appartement S1 aux Jardins de Carthage","Tunisie","400000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","La Méditerranée Immobilière Lac 2, vous propose à la vente un appartement S1 à ne pas rater c'est une belle opportunité dans une résidence calme et sécurisée à Jardin de Carthage. Il se compose d'un salon lumineux donnant accès à une terrasse. Une cuisine équipé . Une chambres à coucher avec des dressings et une salle de bain commune. L'appartement est équipé de chauffages central et des climatiseurs.","https://www.mubawab.tn/fr/a/8272593/appartement-s1-aux-jardins-de-carthage","media\apartment\193\image_001.jpg","media\apartment\193",5,"2026-02-18 10:01:22.23368","Unknown"
194,"Appartement S2 aux jardins de carthage","Tunisie","435000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","La Méditerranée Immobilière Lac 2, vous propose à la vente un magnifique appartement S2 à ne pas rater c'est une belle opportunité dans une résidence calme et sécurisée à Jardin de Carthage. Il se compose d'un salon lumineux donnant accès à une terrasse. Une cuisine équipé . La partie nuit dispose de deux chambres à coucher avec des dressings et une salle de bain commune. L'appartement est équipé de chauffages central et des climatiseurs.","https://www.mubawab.tn/fr/a/8256259/appartement-s2-aux-jardins-de-carthage","media\apartment\194\image_001.jpg","media\apartment\194",6,"2026-02-18 10:01:31.781477","Unknown"
945,"Villa Studio à vendre route sidi mansour klm 9","Tunisie","","sale","house","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","","https://www.mubawab.tn/fr/a/8305471/villa-studio-%C3%A0-vendre-route-sidi-mansour-klm-9","media\house\945\image_001.jpg","media\house\945",1,"2026-02-18 20:04:17.839986","Unknown"
946,"A vendre un duplex avec piscine","Tunisie","","sale","house","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","","https://www.mubawab.tn/fr/a/8108127/a-vendre-un-duplex-avec-piscine","media\house\946\image_001.jpg","media\house\946",1,"2026-02-18 20:04:18.431187","Unknown"
947,"Superbe appartement S4 à Ain Zaghouan Nord","Tunisie","","sale","house","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,4,NULL,NULL,"{}","{}","","https://www.mubawab.tn/fr/a/8305370/superbe-appartement-s4-%C3%A0-ain-zaghouan-nord","media\house\947\image_001.jpg","media\house\947",1,"2026-02-18 20:04:21.126707","Unknown"
948,"À vendre Villa sur un terrain de 360m² à Nabeul","Tunisie","","sale","house","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","360",NULL,NULL,NULL,"{}","{}","","https://www.mubawab.tn/fr/a/8305363/%C3%A0-vendre-villa-sur-un-terrain-de-360m%C2%B2-%C3%A0-nabeul","media\house\948\image_001.jpg","media\house\948",1,"2026-02-18 20:04:21.747947","Unknown"
15,"Bel appartement de 73m² à vendre à Aouina","Tunisie","Prix à consulter","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","73",1,"rangement",NULL,"{}","{}","Située dans le quartier stratégique et dynamique de Wahat Aouina, à seulement 10 minutes de l’aéroport et à proximité immédiate du Lac 2, Tunisia Mall, Carrefour La Marsa et de nombreuses commodités, la Résidence Les Colombes vous offre un cadre de vie exceptionnel, à la fois pratique et élégant. Cette résidence moderne se distingue par : Deux niveaux de parking en sous-sol pour un stationnement sécurisé et confortable, Un rez-de-chaussée fonctionnel avec deux entrées indépendantes, accueillant des appartements avec terrasses et des commerces, Six étages dédiés à des appartements haut standing au design contemporain, pensés pour répondre aux attentes de confort, de style et de fonctionnalité. S+1 à partir de 224.000 DT TTC S+2 à partir de 308.000 DT TTC S+3 à partir de 458.000 DT TTC Un seul  S+4 de 198,7m² Place  de parking sous sol à 25.000 DT TTC Un excellent choix pour vivre ou investir dans un quartier en plein essor. Contactez-nous dès maintenant pour organiser votre visite","https://www.mubawab.tn/fr/pa/8185297/bel-appartement-de-73m%C2%B2-%C3%A0-vendre-%C3%A0-aouina","media\apartment\15\image_001.jpg","media\apartment\15",5,"2026-02-18 09:20:33.050952","Unknown"
16,"A vendre un appartement S3 avec vu lac","Tunisie","1200000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","297",3,NULL,NULL,"{}","{}","Agence immobilière vous propose à la vente un luxueux appartement S3 d’une superficie 297m² situé au 5ème étage d’une résidence gardée et sécurisée aux Berges du Lac 2. La partie nuit loge un grand espace de vie donnant sur une immense terrasse avec une vue panoramique, une cuisine bien équipée ouvrant sur une deuxième cuisine avec un grand séchoir et une salle d’eau invités. La partie nuit abrite une suite parentale avec sa propre salle de douche, deux chambres à coucher dont une avec dressings et une terrasse ainsi une salle de douche commune. L’appartement est doté du chauffage central et de la climatisation en split. Les espaces de rangement présentent un des atouts de cette villa en vue de nombre de dressings à disposition. Deux places de parkings sont disponibles au Sous-sol. Dossier juridique en règles avec un titre foncier. Pour plus d’informations veuillez nous contacter au 28177388 ou bien 23219610.","https://www.mubawab.tn/fr/a/8204503/a-vendre-un-appartement-s3-avec-vu-lac","media\apartment\16\image_001.jpg","media\apartment\16",8,"2026-02-18 09:20:43.003376","Unknown"
17,"A vendre duplex avec vue Lac","Tunisie","1300000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","243",3,NULL,NULL,"{}","{}","Agence immobilière le Carré 9 vous propose à la vente un duplex S3 d’une superficie de 243m² situé dans une petite résidence calme et gardée aux Berges du Lac 2. Le Rez-de-chaussée se compose d’un salon et salle à manger, une cuisine équipée qui donne sur une terrasse et une salle d’eau invités. Le 1er étage contient une suite parentale avec sa propre salle de bain et un balcon avec vue sur le Lac, deux chambres à coucher et une salle de bain commune. Deux places de parking et un cellier sont disponibles au sous-sol ainsi une place de parking avec abri à l’extérieur. Surface habitable nette est 154m², surface terrasse 36m². Dossier juridique en règle avec un titre foncier. Pour plus d’informations veuillez nous contacter au 23219610. ou bien 28177388.","https://www.mubawab.tn/fr/a/8167195/a-vendre-duplex-avec-vue-lac","media\apartment\17\image_001.jpg","media\apartment\17",2,"2026-02-18 09:20:53.057301","Unknown"
21,"Joli s3 rénové à cité el wahat l'aouina","Tunisie","394000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","138",3,NULL,NULL,"{}","{}","Darcom Tunisia vous propose un magnifique S3 entièrement rénové, d'une superficie de 138 m² bien exploités , situé dans une résidence R5 avec ascenseurs, dans un quartier calme et recherché à cité el wahat - l'Aouina. L’appartement se compose comme suit : •    Un joli salon spacieux et lumineux ouvrant sur un balcon offrant une belle vue, •    Une cuisine moderne avec verrière, agencée et équipée, •    Un bloc nuit séparé avec dressing dans le hall, •    Deux chambres avec dressings se partageant une salle de bain avec jacuzzi, •    Une suite parentale avec salle de douche privée. L’appartement se distingue par ses finitions modernes, sa luminosité et son agencement optimisé. Si vous souhaitez visiter le bien n’hésitez pas à nous contacter","https://www.mubawab.tn/fr/a/8084903/joli-s3-r%C3%A9nov%C3%A9-%C3%A0-cit%C3%A9-el-wahat-l-aouina","media\apartment\21\image_001.jpg","media\apartment\21",22,"2026-02-18 09:21:34.974604","Unknown"
22,"S4 231 m² petite résidenceJardins de Carthage","Tunisie","980000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","4231",4,NULL,NULL,"{}","{}","Darcom Tunisia met à la vente un appartement S4 de 231 m², situé dans une petite résidence R4 gardée et sécurisée près de toutes commodités aux Jardins de Carthage. La partie jour se compose comme suit : -un spacieux salon/salle à manger lumineux ouvrant sur un balcon - un séjour séparé -une cuisine aménagée et équipée (Hotte, Plaque et Four,lave- vaiselle) - une salle d’eau avec douche - une chambre de service La partie nuit séparée comprend : - un dressing au hall - une suite parentale avec dressings et disposant d’une salle de bain -deux chambres à coucher chacune avec dressing - une salle de bain commune -Une place de parking au sous-sol et un cellier sont disponibles Système central de climatisation et chauffage installé .","https://www.mubawab.tn/fr/a/8177834/s4-231-m%C2%B2-petite-r%C3%A9sidencejardins-de-carthage","media\apartment\22\image_001.jpg","media\apartment\22",1,"2026-02-18 09:21:52.663748","Unknown"
23,"Superbe s3 de 201,5 m²aux Jardins de Carthage","Tunisie","980000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","201.5",3,NULL,NULL,"{}","{}","Darcom Tunisia vous propose à la vente un superbe appartement S3 de haut standing, d’une superficie de 201,5 m², très bien orienté, situé dans une résidence sécurisée et gardée aux Jardins de Carthage. Composition du bien : •    Un spacieux salon lumineux ouvrant sur un balcon •    Une cuisine aménagée et entièrement équipée (hotte,plaque, four, micro-ondes et réfrigérateur encastré) avec un séchoir attenant  chambre de service avec rangements •    Une salle d’eau pour les invités •    Des dressings dans le hall pour plus de rangement •    Une première chambre à coucher avec dressing •    Un espace nuit indépendant comprenant •    Une suite parentale avec dressings et salle de douche •    Une chambre à coucher avec dressing et disposant d'un balcon privatif •    Une salle de bain commune Deux places de parking au sous-sol sont incluses.","https://www.mubawab.tn/fr/a/8276869/superbe-s3-de-201-5-m%C2%B2aux-jardins-de-carthage","media\apartment\23\image_001.jpg","media\apartment\23",23,"2026-02-18 09:22:01.057912","Unknown"
207,"Appartement meublé à 500 mètres de la plage","Tunisie","135000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","75",1,NULL,NULL,"{}","{}","Référence : V 2057 Votre maison est votre investissement Appartement meublé de type S1 Un espace qui vous offre tout le confort nécessaire et qui vous permettra de profiter pleinement de l’été dans une ambiance estivale agréable. Situé à seulement 500 mètres de la plage de Hammam El Ghazaz. Superficie : 75 m² Titre bleu","https://www.mubawab.tn/fr/a/8218195/appartement-meubl%C3%A9-%C3%A0-500-m%C3%A8tres-de-la-plage","media\apartment\207\image_001.jpg","media\apartment\207",10,"2026-02-18 10:04:24.720812","Unknown"
208,"Luxueux appartement meublé pieds dans l'eau","Tunisie","235000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","référence ; v 2247 opportunité à saisir luxueux appartement meublé et pieds dans l'eau à plage hammem ghezez ezzahra de type S2 avec terrasse vue sur mer papiers en règles","https://www.mubawab.tn/fr/a/8033035/luxueux-appartement-meubl%C3%A9-pieds-dans-l-eau","media\apartment\208\image_001.jpg","media\apartment\208",13,"2026-02-18 10:04:36.832227","Unknown"
209,"Vente d'un bel appartement à Sfax Ville REF C29","Tunisie","239000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","125",2,NULL,NULL,"{}","{}","Un bel appartement a saisir composé de S2 avec  balcon avec une superficie totale de 125 m²","https://www.mubawab.tn/fr/pa/7851007/vente-d-un-bel-appartement-%C3%A0-sfax-ville-ref-c29","media\apartment\209\image_001.jpg","media\apartment\209",10,"2026-02-18 10:04:50.815142","Unknown"
210,"Appartement de luxe à vendre","Tunisie","530000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","Luxueux appartement d'un salon avec kitchenette et une chambre à choucher à la résidence Regalia. Profitez de vastes espaces de vie, d'une cuisine moderne et d'une atmosphère sophistiquée. Les grandes fenêtres offrent une abondance de lumière naturelle, créant une atmosphère chaleureuse et accueillante. Appelez dès maintenant le service commercial d'Immobilier Le Sommet pour plus d'informations.","https://www.mubawab.tn/fr/pa/7812592/appartement-de-luxe-%C3%A0-vendre","media\apartment\210\image_001.jpg","media\apartment\210",3,"2026-02-18 10:05:04.747156","Unknown"
293,"A Ventre Duplexe Direct Promoteur","Tunisie","720192 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","218",3,NULL,NULL,"{}","{}","magnifique duplex S3 de 218 m², jamais habité et direct promoteur. Situé dans une résidence de très haut standing, il offre de spacieux volumes, une grande terrasse avec vue panoramique. Finitions luxueuses et matériaux de haute gamme. Appartement tout neuf, alliant confort, modernité et élégance.","https://www.mubawab.tn/fr/a/8223100/a-ventre-duplexe-direct-promoteur","media\apartment\293\image_001.jpg","media\apartment\293",5,"2026-02-18 10:56:52.678734","Unknown"
24,"S2 à vendre à la Nouvelle Soukra","Tunisie","340000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","Cet appartement est situé au sein d’une résidence récemment construite, idéalement située à la Nouvelle Soukra, à proximité immédiate de toutes les commodités. À l’entrée, un hall dessert un salon ouvrant sur un balcon. La cuisine moderne est aménagée et équipée d’une plaque chauffante, d’une hotte aspirante et d’un four électrique. Elle est complétée par un séchoir fonctionnel. Une salle d’eau pour les invités vient compléter la partie jour. La partie nuit se compose de deux suites, chacune disposant de dressings. L’appartement est doté d’un chauffage central et d’une climatisation en système split, offrant un confort optimal au quotidien.","https://www.mubawab.tn/fr/a/8283657/s2-%C3%A0-vendre-%C3%A0-la-nouvelle-soukra","media\apartment\24\image_001.jpg","media\apartment\24",8,"2026-02-18 09:22:17.775612","Unknown"
25,"A vendre un appartement de 180m² en S3 à Ennasr1","Tunisie","395000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","180",3,NULL,NULL,"{}","{}","Cet appartement est situé au 7 étage d’une résidence bien entretenue et sécurisée à Ennasr. L’entrée ouvre sur un hall qui mène à un salon généreux et lumineux, donnant sur une agréable terrasse avec une vue dégagée. La cuisine, récemment rénovée, est entièrement aménagée et équipée, et complétée par un séchoir fonctionnel doté de rangements. Une salle d’eau pour les invités vient parfaire la partie jour. La partie nuit se compose de trois chambres à coucher, toutes munies de dressings, et qui se partagent une salle de bain commune. L’appartement est équipé de climatiseurs en split system ainsi que du chauffage central. Une place de parking au sous-sol est également disponible.","https://www.mubawab.tn/fr/a/8276554/a-vendre-un-appartement-de-180m%C2%B2-en-s3-%C3%A0-ennasr1","media\apartment\25\image_001.jpg","media\apartment\25",11,"2026-02-18 09:22:27.291229","Unknown"
26,"Appartement à vendre à Sousse Tunisie – P. Privée","Tunisie","47000 EUR","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","118.4",3,NULL,NULL,"{}","{}","Appartement à vendre – Propriété privée – Vente directe du propriétaire Pour acheteurs sérieux uniquement, très bel appartement au rez-de-chaussée à vendre dans une résidence familiale à Riadh – Sousse. Un emplacement stratégique et rare combinant accessibilité, tranquillité et qualité de vie. Localisation : Angle du rond-point reliant Riadh / Ezzouhour – Route Kairouan / Zaouia Sousse Immeuble en angle : façade Est de 30 m et façade Sud ouverte sur une route de 50 m Derrière l’immeuble : espace vert et parc de loisirs pour enfants Moins de 40 m d’un arrêt de bus et des transports publics réguliers Accès direct à la route principale Sousse – Kairouan Google Maps : https://maps.app.goo.gl/ArYntSzEiM6UMUq57 Accessibilité – Un véritable atout : Arrêt de bus directement devant l’immeuble Taxi collectif disponible devant la résidence Taxis individuels disponibles en permanence Lignes directes vers facultés et services essentiels ️ Déplacements très faciles, même sans voiture Emplacement idéal pour familles & investissement locatif étudiant : Établissements scolaires à proximité : École  Tarak Ibn Ziad – 400 m École privée Al Ahram – 400 m Collège préparatoire May jeribi – 300 m Lycée Riadh – 600 m Enseignement supérieur (env. 1,8 km) : Faculté de Droit de Sousse Faculté des Lettres Institut Supérieur du Transport Institut Supérieur des Études Technologiques (ISET) ️ Idéal pour résidence familiale grâce à la proximité des écoles ️ Excellente opportunité d’investissement locatif pour étudiants et enseignants universitaires Caractéristiques : Superficie : 118,4 m² 3 chambres 2 salles de bain Cuisine spacieuse (3,5  4 m) 2 balcons (avant et arrière) Espaces de rangement  placards intégrés Résidence & Appartement : Rez-de-chaussée Seulement 2 appartements par étage Excellent état général et bonne finition Isolation thermique et phonique efficace Majorité des propriétaires tunisiens résidant à l’étranger Résidence occupée par ses propriétaires (non destinée à la location massive) Environnement calme, familial et respectueux Orientation & Vue : Appartement orienté Est Vue totalement dégagée (100 %) sans vis-à-vis ️ Équipements & Services : Compteurs individuels (eau – électricité – gaz naturel) Place de parking Caméras de surveillance  système d’alarme Fenêtres aluminium avec grilles de protection Jardin commun à l’avant et à l’arrière Note concernant les photos et vidéos : L’appartement est actuellement habité par le propriétaire, c’est pourquoi les meubles apparaissent sur les photos. Une vidéo Walkthrough détaillée peut être envoyée via WhatsApp ou en privé pour les acheteurs sérieux uniquement. Prix : 47 000  (appartement vide) 50 000  si vous souhaitez conserver entièrement la chambre d’enfant telle que présentée sur les photos, sans aucun retrait, y compris le climatiseur déjà installé dans la chambre. Modalités de vente : Possibilité de signer une promesse de vente Finalisation du paiement au plus tard avant décembre 2026 Informations complètes et prix clairement définis Idéal pour résidence principale ou investissement rentable Vente directe du propriétaire – sans intermédiaires En raison de ma présence à l’étranger, merci de me contacter uniquement via : WhatsApp : 216 22200124 (Acheteurs sérieux uniquement) 971 50 264 0271","https://www.mubawab.tn/fr/a/8303397/appartement-%C3%A0-vendre-%C3%A0-sousse-tunisie-%E2%80%93-p-priv%C3%A9e","media\apartment\26\image_001.jpg","media\apartment\26",17,"2026-02-18 09:22:40.184977","Unknown"
